GeneID	HGNC
7733	ZNF180
51397	COMMD10
51171	HSD17B14
7855	FZD5
80020	FOXRED2
5238	PGM3
54538	ROBO4
8508	NIPSNAP1
10469	TIMM44
8542	APOL1
51186	TCEAL9
80746	TSEN2
9240	PNMA1
1124	CHN2
4724	NDUFS4
11167	FSTL1
10195	ALG3
51382	ATP6V1D
55349	CHDH
55907	CMAS
160335	TMTC2
5037	PEBP1
1306	COL15A1
2491	CENPI
6196	RPS6KA2
2259	FGF14
57415	C3orf14
2	A2M
5806	PTX3
80124	VCPIP1
347	APOD
7075	TIE1
2770	GNAI1
3115	HLA-DPB1
7866	IFRD2
1903	S1PR3
10807	ENTR1
22837	COBLL1
219285	SAMD9L
5341	PLEK
3416	IDE
9276	COPB2
51110	LACTB2
4801	NFYB
284076	TTLL6
2651	GCNT2
3646	EIF3E
3308	HSPA4
2101	ESRRA
712	C1QA
9141	PDCD5
2189	FANCG
4973	OLR1
84814	PLPP7
51582	AZIN1
7837	PXDN
4242	MFNG
64219	PJA1
8111	GPR68
22934	RPIA
608	TNFRSF17
255967	PAN3
27250	PDCD4
8516	ITGA8
9595	CYTIP
25837	RAB26
58494	JAM2
116441	TM4SF18
7464	CORO2A
55737	VPS35
7381	UQCRB
54758	KLHDC4
6146	RPL22
51302	CYP39A1
55872	PBK
80777	CYB5B
55243	KIRREL1
4232	MEST
2956	MSH6
7203	CCT3
4257	MGST1
81887	LAS1L
114907	FBXO32
53354	PANK1
26118	WSB1
2908	NR3C1
5547	PRCP
5031	P2RY6
10655	DMRT2
4830	NME1
11142	PKIG
66002	CYP4F12
8792	TNFRSF11A
10312	TCIRG1
163131	ZNF780B
79725	THAP9
57689	LRRC4C
493	ATP2B4
2232	FDXR
55120	FANCL
3219	HOXB9
80833	APOL3
1004	CDH6
9254	CACNA2D2
140578	CHODL
6570	SLC18A1
23219	FBXO28
6403	SELP
6573	SLC19A1
10935	PRDX3
146556	C16orf89
10628	TXNIP
10457	GPNMB
133584	EGFLAM
23603	CORO1C
9882	TBC1D4
57333	RCN3
1003	CDH5
6745	SSR1
10859	LILRB1
8460	TPST1
5155	PDGFB
2806	GOT2
54414	SIAE
79832	QSER1
1351	COX8A
7162	TPBG
5902	RANBP1
5862	RAB2A
9469	CHST3
4692	NDN
10206	TRIM13
6749	SSRP1
64333	ARHGAP9
5905	RANGAP1
2224	FDPS
7097	TLR2
83706	FERMT3
4921	DDR2
56474	CTPS2
123036	TC2N
11193	WBP4
1832	DSP
81620	CDT1
9242	MSC
10090	UST
80012	PHC3
3820	KLRB1
132160	PPM1M
4237	MFAP2
6996	TDG
705	BYSL
55752	SEPTIN11
9584	RBM39
51703	ACSL5
7104	TM4SF4
79733	E2F8
4363	ABCC1
9816	URB2
54894	RNF43
64432	MRPS25
4843	NOS2
4958	OMD
7923	HSD17B8
83903	HASPIN
23513	SCRIB
144348	ZNF664
389337	ARHGEF37
9153	SLC28A2
1739	DLG1
29950	SERTAD1
23613	ZMYND8
55833	UBAP2
1944	EFNA3
51310	SLC22A17
9255	AIMP1
84938	ATG4C
4330	MN1
4283	CXCL9
26269	FBXO8
10950	BTG3
10651	MTX2
26263	FBXO22
26049	FAM169A
30008	EFEMP2
9607	CARTPT
55827	DCAF6
5529	PPP2R5E
23584	VSIG2
9829	DNAJC6
219927	MRPL21
54206	ERRFI1
6875	TAF4B
284184	NDUFAF8
4189	DNAJB9
94122	SYTL5
81928	CABLES2
51177	PLEKHO1
56993	TOMM22
57659	ZBTB4
55159	RFWD3
3611	ILK
50808	AK3
160897	GPR180
10592	SMC2
983	CDK1
54929	TMEM161A
6095	RORA
5603	MAPK13
4651	MYO10
9719	ADAMTSL2
7030	TFE3
521	ATP5ME
55200	PLEKHG6
783	CACNB2
6732	SRPK1
151525	WDSUB1
166336	PRICKLE2
57169	ZNFX1
5334	PLCL1
341	APOC1
51002	TPRKB
10097	ACTR2
4735	SEPTIN2
153562	MARVELD2
7082	TJP1
11196	SEC23IP
7074	TIAM1
81793	TLR10
203054	ADCK5
8773	SNAP23
116535	MRGPRF
2045	EPHA7
4001	LMNB1
51760	SYT17
1040	CDS1
79801	SHCBP1
54780	NSMCE4A
92999	ZBTB47
54962	TIPIN
85012	TCEAL3
55009	FAM174C
8320	EOMES
54802	TRIT1
7738	ZNF184
7286	TUFT1
65080	MRPL44
10083	USH1C
152007	GLIPR2
1946	EFNA5
64151	NCAPG
57085	AGTRAP
701	BUB1B
83719	YPEL3
80351	TNKS2
51435	SCARA3
6446	SGK1
10681	GNB5
255743	NPNT
2212	FCGR2A
23042	PDXDC1
30001	ERO1A
56180	MOSPD1
23369	PUM2
9212	AURKB
51095	TRNT1
9522	SCAMP1
55813	UTP6
8685	MARCO
3988	LIPA
55971	BAIAP2L1
10536	P3H3
2922	GRP
147138	TMC8
79895	ATP8B4
5160	PDHA1
59353	TMEM35A
29766	TMOD3
81691	REXO5
81621	KAZALD1
79902	NUP85
864	RUNX3
55799	CACNA2D3
6781	STC1
79022	TMEM106C
3664	IRF6
995	CDC25C
153	ADRB1
23136	EPB41L3
3014	H2AX
56833	SLAMF8
6787	NEK4
7424	VEGFC
23466	CBX6
323	APBB2
3956	LGALS1
7412	VCAM1
11346	SYNPO
141	ADPRH
3142	HLX
708	C1QBP
51256	TBC1D7
23392	ECPAS
23764	MAFF
4208	MEF2C
54982	CLN6
2648	KAT2A
9370	ADIPOQ
57561	ARRDC3
6253	RTN2
9914	ATP2C2
3182	HNRNPAB
8732	RNGTT
25827	FBXL2
254102	EHBP1L1
474344	GIMAP6
56915	EXOSC5
79745	CLIP4
23037	PDZD2
57186	RALGAPA2
2115	ETV1
79711	IPO4
23464	GCAT
80157	CWH43
84152	PPP1R1B
53938	PPIL3
57460	PPM1H
60561	RINT1
9077	DIRAS3
9828	ARHGEF17
91607	SLFN11
51650	MRPS33
26232	FBXO2
79094	CHAC1
94239	H2AZ2
285761	DCBLD1
83941	TM2D1
5376	PMP22
2963	GTF2F2
145270	PRIMA1
54148	MRPL39
4893	NRAS
9943	OXSR1
272	AMPD3
57823	SLAMF7
7753	ZNF202
6750	SST
85444	LRRCC1
2589	GALNT1
1017	CDK2
51090	PLLP
8541	PPFIA3
55914	ERBIN
5796	PTPRK
93974	ATP5IF1
26575	RGS17
118788	PIK3AP1
10808	HSPH1
4151	MB
64093	SMOC1
51645	PPIL1
55269	PSPC1
23039	XPO7
55005	RMND1
10656	KHDRBS3
4205	MEF2A
84888	SPPL2A
5685	PSMA4
6280	S100A9
63967	CLSPN
6675	UAP1
1910	EDNRB
55033	FKBP14
3714	JAG2
241	ALOX5AP
143686	SESN3
57180	ACTR3B
29097	CNIH4
29074	MRPL18
5337	PLD1
55299	BRIX1
83604	TMEM47
79658	ARHGAP10
2206	MS4A2
3718	JAK3
56906	THAP10
80055	PGAP1
7644	ZNF91
51678	PALS2
1121	CHM
10773	ZBTB6
23076	RRP1B
5152	PDE9A
767	CA8
64065	PERP
56890	MDM1
8467	SMARCA5
6921	ELOC
25780	RASGRP3
1962	EHHADH
121355	GTSF1
140809	SRXN1
971	CD72
3679	ITGA7
3554	IL1R1
1786	DNMT1
123263	MTFMT
3702	ITK
9712	USP6NL
56675	NRIP3
5778	PTPN7
2617	GARS1
10614	HEXIM1
1359	CPA3
23590	PDSS1
317	APAF1
4734	NEDD4
11164	NUDT5
11116	CEP43
56945	MRPS22
123803	NTAN1
2523	FUT1
27336	HTATSF1
115207	KCTD12
1478	CSTF2
2167	FABP4
51161	C3orf18
10576	CCT2
84262	PSMG3
79574	EPS8L3
55246	CCDC25
56902	PNO1
2850	GPR27
114825	PWWP2A
8726	EED
2824	GPM6B
51181	DCXR
143903	LAYN
9131	AIFM1
90	ACVR1
55255	WDR41
79070	POGLUT2
150372	NFAM1
5682	PSMA1
80298	MTERF2
23588	KLHDC2
145773	FAM81A
53340	SPA17
27295	PDLIM3
154091	SLC2A12
10979	FERMT2
11182	SLC2A6
219699	UNC5B
4706	NDUFAB1
3833	KIFC1
79693	YRDC
118881	COMTD1
3693	ITGB5
79017	GGCT
27345	KCNMB4
6284	S100A13
83854	ANGPTL6
83758	RBP5
5583	PRKCH
153769	SH3RF2
27134	TJP3
862	RUNX1T1
22862	FNDC3A
7113	TMPRSS2
1540	CYLD
5663	PSEN1
54979	PLAAT2
83987	CCDC8
4644	MYO5A
25948	KBTBD2
22874	PLEKHA6
290	ANPEP
57559	STAMBPL1
23462	HEY1
80349	WDR61
84976	DISP1
10268	RAMP3
441024	MTHFD2L
1434	CSE1L
2532	ACKR1
64231	MS4A6A
919	CD247
2295	FOXF2
3356	HTR2A
64224	HERPUD2
1410	CRYAB
53344	CHIC1
3730	ANOS1
5050	PAFAH1B3
57050	UTP3
22925	PLA2R1
7443	VRK1
8600	TNFSF11
9412	MED21
6605	SMARCE1
11230	PRAF2
5328	PLAU
10572	SIVA1
7752	ZNF200
11187	PKP3
9128	PRPF4
80896	NPL
3171	FOXA3
4660	PPP1R12B
90850	ZNF598
85313	PPIL4
10116	FEM1B
5783	PTPN13
87178	PNPT1
9048	ARTN
3604	TNFRSF9
51701	NLK
5118	PCOLCE
130497	OSR1
8453	CUL2
116447	TOP1MT
55285	RBM41
83852	SETDB2
8537	BCAS1
7403	KDM6A
51117	COQ4
51304	ZDHHC3
6347	CCL2
170575	GIMAP1
11130	ZWINT
84693	MCEE
26469	PTPN18
55540	IL17RB
79868	ALG13
3913	LAMB2
23471	TRAM1
219333	USP12
9946	CRYZL1
9454	HOMER3
55787	TXLNG
200010	SLC5A9
2109	ETFB
57475	PLEKHH1
8165	AKAP1
10694	CCT8
11080	DNAJB4
1441	CSF3R
84705	GTPBP3
5289	PIK3C3
8416	ANXA9
79092	CARD14
215	ABCD1
27237	ARHGEF16
3065	HDAC1
64965	MRPS9
6637	SNRPG
348	APOE
3665	IRF7
1953	MEGF6
10004	NAALADL1
5906	RAP1A
2015	ADGRE1
1519	CTSO
7150	TOP1
113189	CHST14
28231	SLCO4A1
23473	CAPN7
51393	TRPV2
10234	LRRC17
3709	ITPR2
79956	ERMP1
2918	GRM8
79006	METRN
79980	DSN1
8669	EIF3J
80019	UBTD1
1043	CD52
197257	LDHD
115908	CTHRC1
9861	PSMD6
51092	SIDT2
2810	SFN
50862	RNF141
2294	FOXF1
142940	TRUB1
51366	UBR5
388581	C1QTNF12
63928	CHP2
26227	PHGDH
1397	CRIP2
84924	ZNF566
10799	RPP40
255520	ELMOD2
29071	C1GALT1C1
9068	ANGPTL1
55622	TTC27
1113	CHGA
7941	PLA2G7
55500	ETNK1
23270	TSPYL4
139341	FUNDC1
27299	ADAMDEC1
9754	STARD8
10287	RGS19
64407	RGS18
86	ACTL6A
11162	NUDT6
923	CD6
58478	ENOPH1
444	ASPH
84879	MFSD2A
10102	TSFM
64097	EPB41L4A
2205	FCER1A
54210	TREM1
1486	CTBS
10673	TNFSF13B
1466	CSRP2
1340	COX6B1
6548	SLC9A1
925	CD8A
56241	SUSD2
415	ARSL
6337	SCNN1A
316	AOX1
3376	IARS1
55711	FAR2
8714	ABCC3
200958	MUC20
4686	NCBP1
342035	GLDN
219402	MTIF3
57107	PDSS2
81031	SLC2A10
28513	CDH19
10036	CHAF1A
4258	MGST2
55786	ZNF415
22974	TPX2
55106	SLFN12
6845	VAMP7
55854	ZC3H15
84233	TMEM126A
6586	SLIT3
991	CDC20
5601	MAPK9
79849	PDZD3
9781	RNF144A
144245	ALG10B
5464	PPA1
81831	NETO2
23213	SULF1
54866	PPP1R14D
2215	FCGR3B
84329	HVCN1
2026	ENO2
152518	NFXL1
58528	RRAGD
6609	SMPD1
2172	FABP6
55225	RAVER2
5165	PDK3
374393	FAM111B
7433	VIPR1
2054	STX2
5330	PLCB2
5551	PRF1
10944	C11orf58
3983	ABLIM1
11012	KLK11
2230	FDX1
8661	EIF3A
2194	FASN
476	ATP1A1
5351	PLOD1
4154	MBNL1
6182	MRPL12
57549	IGSF9
11341	SCRG1
728215	NALF1
94241	TP53INP1
3606	IL18
10575	CCT4
3704	ITPA
8611	PLPP1
259217	HSPA12A
11135	CDC42EP1
2791	GNG11
5307	PITX1
9518	GDF15
2261	FGFR3
55303	GIMAP4
55959	SULF2
100	ADA
92140	MTDH
83992	CTTNBP2
10906	TRAFD1
9724	UTP14C
23262	PPIP5K2
90332	EXOC3L2
7384	UQCRC1
929	CD14
83666	PARP9
2701	GJA4
6019	RLN2
51602	NOP58
633	BGN
3234	HOXD8
3383	ICAM1
29880	ALG5
489	ATP2A3
152926	PPM1K
26751	SH3YL1
90407	TMEM41A
5921	RASA1
2896	GRN
9766	SUSD6
128061	C1orf131
2615	LRRC32
348093	RBPMS2
55055	ZWILCH
7166	TPH1
79812	MMRN2
7991	TUSC3
23530	NNT
10052	GJC1
57106	NAT14
80007	C10orf88
55016	MARCHF1
4486	MST1R
9837	GINS1
10573	MRPL28
55916	NXT2
871	SERPINH1
84899	TMTC4
9056	SLC7A7
151188	ARL6IP6
9709	HERPUD1
10253	SPRY2
641	BLM
90634	N4BP2L1
51182	HSPA14
7572	ZNF24
374907	B3GNT8
5422	POLA1
5797	PTPRM
116225	ZMYND19
147040	KCTD11
6354	CCL7
8802	SUCLG1
285971	ZNF775
9545	RAB3D
11218	DDX20
55179	FAIM
25884	CHRDL2
2596	GAP43
4171	MCM2
11005	SPINK5
3936	LCP1
3162	HMOX1
3675	ITGA3
2971	GTF3A
7386	UQCRFS1
558	AXL
11072	DUSP14
8648	NCOA1
953	ENTPD1
2332	FMR1
9867	PJA2
3575	IL7R
330	BIRC3
9934	P2RY14
54963	UCKL1
145864	HAPLN3
653	BMP5
94031	HTRA3
9897	WASHC5
25975	EGFL6
84933	C8orf76
6591	SNAI2
2820	GPD2
2185	PTK2B
60468	BACH2
166929	SGMS2
64949	MRPS26
79132	DHX58
130814	SLC66A3
8270	LAGE3
1045	CDX2
196410	METTL7B
151887	CCDC80
1824	DSC2
6699	SPRR1B
1382	CRABP2
10280	SIGMAR1
55157	DARS2
10053	AP1M2
3838	KPNA2
85450	ITPRIP
96764	TGS1
79850	TLCD3A
2525	FUT3
54842	MFSD6
3934	LCN2
51651	PTRH2
930	CD19
8076	MFAP5
9208	LRRFIP1
57733	GBA3
8309	ACOX2
55034	MOCOS
116071	BATF2
131474	CHCHD4
51133	KCTD3
639	PRDM1
50509	COL5A3
51315	KRCC1
91661	ZNF765
9445	ITM2B
349565	NMNAT3
91010	FMNL3
9569	GTF2IRD1
7070	THY1
1959	EGR2
10443	N4BP2L2
129531	MITD1
130827	TMEM182
10920	COPS8
25791	NGEF
57117	INTS12
2857	GPR34
55015	PRPF39
5437	POLR2H
9440	MED17
9514	GAL3ST1
5450	POU2AF1
8239	USP9X
10022	INSL5
164832	LONRF2
51196	PLCE1
5121	PCP4
8682	PEA15
51091	SEPSECS
2123	EVI2A
6549	SLC9A2
4046	LSP1
85407	NKD1
51293	CD320
57717	PCDHB16
1960	EGR3
1593	CYP27A1
51704	GPRC5B
64844	MARCHF7
57147	SCYL3
64220	STRA6
163175	LGI4
27107	ZBTB11
84079	ANKRD27
80010	RMI1
51074	APIP
8630	HSD17B6
6768	ST14
57801	HES4
51167	CYB5R4
285367	RPUSD3
85477	SCIN
81579	PLA2G12A
81857	MED25
6507	SLC1A3
221037	JMJD1C
7324	UBE2E1
84624	FNDC1
79780	CCDC82
54507	ADAMTSL4
111	ADCY5
10753	CAPN9
8745	ADAM23
92579	G6PC3
51009	DERL2
11075	STMN2
653808	ZG16
353116	RILPL1
22835	ZFP30
8882	ZPR1
338773	TMEM119
4125	MAN2B1
147015	DHRS13
5595	MAPK3
5980	REV3L
54664	TMEM106B
7884	SLBP
845	CASQ2
253152	EPHX4
902	CCNH
23075	SWAP70
140738	TMEM37
4239	MFAP4
127602	DNAH14
539	ATP5PO
931	MS4A1
134266	GRPEL2
80345	ZSCAN16
9744	ACAP1
6865	TACR2
83468	GLT8D2
79174	CRELD2
9325	TRIP4
54	ACP5
57555	NLGN2
9725	TMEM63A
50487	PLA2G3
64216	TFB2M
23165	NUP205
221687	RNF182
5199	CFP
5333	PLCD1
23379	ICE1
11157	LSM6
5355	PLP2
51321	AMZ2
168537	GIMAP7
892	CCNC
259232	NALCN
54860	MS4A12
54832	VPS13C
440026	TMEM41B
23560	GTPBP4
2213	FCGR2B
3932	LCK
3912	LAMB1
1054	CEBPG
3110	MNX1
11213	IRAK3
23743	BHMT2
57586	SYT13
220965	FAM13C
92714	ARRDC1
92259	MRPS36
135154	SDHAF4
128077	LIX1L
84154	RPF2
55144	LRRC8D
301	ANXA1
90362	FAM110B
6890	TAP1
1773	DNASE1
10278	EFS
7305	TYROBP
891	CCNB1
83640	RAMAC
4176	MCM7
55591	VEZT
147798	TMC4
4323	MMP14
5452	POU2F2
387914	SHISA2
22911	WDR47
3710	ITPR3
3707	ITPKB
50852	TRAT1
25924	MYRIP
23528	ZNF281
27235	COQ2
11279	KLF8
9619	ABCG1
9363	RAB33A
26032	SUSD5
2273	FHL1
347902	AMIGO2
154	ADRB2
1759	DNM1
957	ENTPD5
3728	JUP
54795	TRPM4
120892	LRRK2
1138	CHRNA5
3898	LAD1
5552	SRGN
493856	CISD2
152573	SHISA3
389434	IYD
963	CD53
11222	MRPL3
84303	CHCHD6
1811	SLC26A3
84750	FUT10
286451	YIPF6
11001	SLC27A2
79596	OBI1
10904	BLCAP
10509	SEMA4B
64747	MFSD1
23371	TNS2
29842	TFCP2L1
3397	ID1
197258	FCSK
5577	PRKAR2B
147372	CCBE1
148534	TLCD4
29901	SAC3D1
1537	CYC1
79651	RHBDF2
1178	CLC
148113	CILP2
3294	HSD17B2
84272	YIPF4
3221	HOXC4
2535	FZD2
196883	ADCY4
25974	MMACHC
23143	LRCH1
9015	TAF1A
958	CD40
684	BST2
158584	FAAH2
81615	TMEM163
6578	SLCO2A1
23180	RFTN1
6519	SLC3A1
79872	CBLL1
22976	PAXIP1
1670	DEFA5
89866	SEC16B
7155	TOP2B
10643	IGF2BP3
10613	ERLIN1
51187	RSL24D1
167691	LCA5
1436	CSF1R
23160	WDR43
9915	ARNT2
26233	FBXL6
2729	GCLC
201299	RDM1
5683	PSMA2
55142	HAUS2
2339	FNTA
9918	NCAPD2
23507	LRRC8B
10678	B3GNT2
1602	DACH1
80145	THOC7
29929	ALG6
1337	COX6A1
56916	SMARCAD1
65055	REEP1
91947	ARRDC4
3775	KCNK1
7454	WAS
66000	TMEM108
10153	CEBPZ
824	CAPN2
91653	BOC
25950	RWDD3
9937	DCLRE1A
24147	FJX1
5169	ENPP3
5955	RCN2
836	CASP3
150468	CKAP2L
718	C3
10769	PLK2
90993	CREB3L1
91851	CHRDL1
6655	SOS2
25917	THUMPD3
24137	KIF4A
9982	FGFBP1
84541	KBTBD8
28974	C19orf53
3570	IL6R
8839	CCN5
51163	DBR1
9778	KIAA0232
3841	KPNA5
29093	MRPL22
202243	CCDC125
1833	EPYC
9404	LPXN
646962	HRCT1
89891	DYNC2I2
2620	GAS2
5788	PTPRC
3131	HLF
136	ADORA2B
401505	TOMM5
63875	MRPL17
3310	HSPA6
726	CAPN5
55032	SLC35A5
64429	ZDHHC6
23336	SYNM
22806	IKZF3
11339	OIP5
713	C1QB
27071	DAPP1
6283	S100A12
60370	AVPI1
55615	PRR5
7439	BEST1
374659	HDDC3
80820	EEPD1
5336	PLCG2
2207	FCER1G
219743	TYSND1
10699	CORIN
9839	ZEB2
84501	SPIRE2
131096	KCNH8
51371	POMP
51065	RPS27L
3654	IRAK1
2961	GTF2E2
339487	ZBTB8OS
23636	NUP62
54822	TRPM7
27341	RRP7A
1490	CCN2
9129	PRPF3
79633	FAT4
940	CD28
7301	TYRO3
79750	ZNF385D
10232	MSLN
5194	PEX13
55609	ZNF280C
9411	ARHGAP29
64135	IFIH1
6653	SORL1
202	CRYBG1
1843	DUSP1
92745	SLC38A5
7040	TGFB1
57648	KIAA1522
81550	TDRD3
64062	RBM26
26355	FAM162A
9654	TTLL4
1622	DBI
6356	CCL11
201294	UNC13D
84140	FAM161A
1200	TPP1
1193	CLIC2
64225	ATL2
118987	PDZD8
10464	PIBF1
4712	NDUFB6
79783	SUGCT
975	CD81
140688	NOL4L
3835	KIF22
11184	MAP4K1
1048	CEACAM5
4935	GPR143
397	ARHGDIB
2621	GAS6
79071	ELOVL6
8794	TNFRSF10C
10682	EBP
80218	NAA50
84620	ST6GAL2
4494	MT1F
30845	EHD3
57616	TSHZ3
11326	VSIG4
7110	TMF1
545	ATR
9337	CNOT8
55885	LMO3
2004	ELK3
89944	GLB1L2
51174	TUBD1
79816	TLE6
7852	CXCR4
79776	ZFHX4
25938	HEATR5A
55967	NDUFA12
4522	MTHFD1
9488	PIGB
29763	PACSIN3
490	ATP2B1
54830	NUP62CL
57129	MRPL47
8609	KLF7
79885	HDAC11
26061	HACL1
6840	SVIL
1284	COL4A2
149076	ZNF362
54854	FAM83E
10294	DNAJA2
8089	YEATS4
79810	PTCD2
2395	FXN
996	CDC27
6649	SOD3
6909	TBX2
51096	UTP18
1428	CRYM
9796	PHYHIP
10393	ANAPC10
5549	PRELP
9452	ITM2A
57698	SHTN1
51676	ASB2
26994	RNF11
5345	SERPINF2
6894	TARBP1
